"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 26, 2021","71.57","71.69","72.88","71.05","5.38M","0.39%"
"Feb 25, 2021","71.29","72.91","73.45","71.02","5.49M","-2.18%"
"Feb 24, 2021","72.88","72.01","73.06","71.80","4.00M","0.18%"
"Feb 23, 2021","72.75","71.54","73.00","70.50","4.64M","0.78%"
"Feb 22, 2021","72.19","71.79","72.86","71.74","2.17M","-0.40%"
"Feb 19, 2021","72.48","73.41","73.41","72.38","2.50M","-0.98%"
"Feb 18, 2021","73.20","73.06","73.49","72.66","2.02M","-0.49%"
"Feb 17, 2021","73.56","72.92","73.62","72.79","1.98M","0.29%"
"Feb 16, 2021","73.35","73.00","73.85","73.00","2.00M","0.48%"
"Feb 12, 2021","73.00","72.60","73.09","72.54","1.57M","0.43%"
"Feb 11, 2021","72.69","72.76","72.76","72.06","1.86M","0.11%"
"Feb 10, 2021","72.61","72.58","72.83","71.60","2.49M","0.95%"
"Feb 09, 2021","71.93","71.51","72.31","71.39","6.04M","0.33%"
"Feb 08, 2021","71.69","71.75","71.83","71.14","5.20M","0.39%"
"Feb 05, 2021","71.41","70.91","71.50","70.90","1.85M","1.26%"
"Feb 04, 2021","70.52","70.23","70.53","69.83","2.64M","0.60%"
"Feb 03, 2021","70.10","70.27","70.68","69.66","2.85M","1.34%"
"Feb 02, 2021","69.17","68.58","69.54","68.45","2.00M","1.53%"
"Feb 01, 2021","68.13","67.47","68.43","66.94","3.13M","1.87%"
"Jan 29, 2021","66.88","67.73","67.87","66.44","4.56M","-1.86%"
"Jan 28, 2021","68.15","68.52","69.37","68.12","6.69M","0.35%"
"Jan 27, 2021","67.91","69.58","69.77","67.44","7.71M","-3.23%"
"Jan 26, 2021","70.18","69.17","70.30","69.17","3.03M","1.36%"
"Jan 25, 2021","69.24","69.29","69.61","68.32","4.08M","0.58%"
"Jan 22, 2021","68.84","68.74","69.10","68.58","1.98M","0.04%"
"Jan 21, 2021","68.81","68.85","69.20","68.63","2.39M","0.36%"
"Jan 20, 2021","68.56","67.80","68.87","67.58","4.61M","3.14%"
"Jan 19, 2021","66.47","65.74","66.63","65.32","4.43M","1.81%"
"Jan 15, 2021","65.29","65.09","65.60","64.79","4.83M","0.32%"
"Jan 14, 2021","65.08","65.57","65.82","64.97","2.54M","-0.57%"
"Jan 13, 2021","65.45","65.19","65.77","65.00","3.69M","0.35%"
"Jan 12, 2021","65.22","66.19","66.51","64.86","14.32M","-1.61%"
"Jan 11, 2021","66.29","66.51","66.89","66.15","2.20M","-1.78%"
"Jan 08, 2021","67.49","67.31","67.54","66.68","4.99M","0.31%"
"Jan 07, 2021","67.28","66.70","67.60","66.59","2.20M","1.33%"
"Jan 06, 2021","66.40","65.69","66.85","65.48","3.90M","-0.48%"
"Jan 05, 2021","66.72","66.32","66.90","66.25","2.18M","0.36%"
"Jan 04, 2021","66.48","67.75","67.79","65.68","4.45M","-1.48%"
